GMT TIME,OPEN,HIGH,LOW,CLOSE,VOLUME
2004-10-20,108.470,108.690,108.100,108.310,47274
2004-10-21,108.280,108.320,107.330,107.480,43057
2004-10-22,107.460,107.750,107.130,107.280,35955
2004-10-24,107.230,107.380,106.530,106.610,4776
2004-10-25,106.560,106.920,106.210,106.790,204821
2004-10-26,106.810,107.020,106.390,106.780,185529
2004-10-27,106.770,107.150,106.210,106.680,205839
2004-10-28,106.690,106.950,105.890,106.060,226361
2004-10-29,106.050,106.380,105.730,105.780,186402
2004-10-31,105.760,105.950,105.720,105.750,7352
2004-11-01,105.770,106.620,105.730,106.480,174222
2004-11-02,106.530,106.760,105.970,106.070,180269
2004-11-03,106.050,106.890,105.920,106.100,214677
2004-11-04,106.120,106.510,105.660,106.120,203598
2004-11-05,106.130,106.610,105.500,105.570,192302
2004-11-07,105.530,105.570,105.330,105.530,8559
2004-11-08,105.500,105.780,105.260,105.630,179235
2004-11-09,105.630,105.930,105.500,105.770,159759
2004-11-10,105.780,107.290,105.710,106.940,206013
2004-11-11,106.950,107.050,106.360,106.700,169260
2004-11-12,106.720,106.770,105.300,105.560,220623
2004-11-14,105.540,105.720,105.410,105.410,6045
2004-11-15,105.400,105.620,105.150,105.380,167112
2004-11-16,105.400,105.670,105.000,105.410,162818
2004-11-17,105.410,105.510,103.790,104.040,201352
2004-11-18,104.060,104.420,103.650,104.310,218715
2004-11-19,104.300,104.370,102.680,103.090,193278
2004-11-21,103.080,103.330,102.950,103.090,10684
2004-11-22,103.110,103.400,102.960,103.190,157395
2004-11-23,103.190,103.690,102.870,103.340,183451
2004-11-24,103.330,103.720,102.560,102.870,184365
2004-11-25,102.870,103.040,102.350,102.510,155553
2004-11-26,102.540,103.430,102.130,102.550,197782
2004-11-28,102.600,102.800,102.580,102.770,6344
2004-11-29,102.780,103.120,102.500,103.000,213726
2004-11-30,103.030,103.360,102.400,102.910,240852
2004-12-01,102.910,103.020,102.490,102.500,195130
2004-12-02,102.520,103.400,101.810,103.130,247614
2004-12-03,103.130,103.590,102.000,102.080,211115
2004-12-05,102.070,102.210,101.880,102.030,3898
2004-12-06,102.040,103.380,101.880,103.170,189714
2004-12-07,103.180,103.180,102.390,102.840,193960
2004-12-08,102.840,104.970,102.830,103.970,246186
2004-12-09,103.980,104.990,103.860,104.710,209651
2004-12-10,104.710,106.180,104.610,105.190,143800
2004-12-12,105.240,105.590,105.240,105.400,6460
2004-12-13,105.420,105.450,104.500,104.710,166876
2004-12-14,104.690,105.790,104.620,105.240,224621
2004-12-15,105.260,105.730,103.960,104.260,247332
2004-12-16,104.250,104.980,103.440,104.630,259556
2004-12-17,104.610,104.720,104.060,104.160,209902
2004-12-19,104.110,104.230,103.880,104.190,6116
2004-12-20,104.200,104.490,103.870,104.130,135518
2004-12-21,104.130,104.670,103.670,104.300,175648
2004-12-22,104.300,104.460,103.890,104.160,159686
2004-12-23,104.150,104.170,103.360,103.550,138396
2004-12-24,103.560,103.780,103.430,103.690,90014
2004-12-26,103.700,103.780,103.610,103.710,2944
2004-12-27,103.730,104.090,102.690,102.900,110478
2004-12-28,102.890,103.350,102.730,103.170,127563
2004-12-29,103.190,104.280,103.090,103.880,173513
2004-12-30,103.880,104.210,102.850,102.950,171273
2004-12-31,102.960,102.960,102.030,102.590,131479
2005-01-02,102.640,102.770,102.500,102.520,4890
2005-01-03,102.530,103.450,102.330,102.740,192851
2005-01-04,102.750,104.800,102.410,104.320,283357
2005-01-05,104.320,105.010,103.730,103.920,272220
2005-01-06,103.910,105.180,103.900,104.880,255342
2005-01-07,104.880,105.120,103.840,104.740,232492
2005-01-09,104.790,104.860,104.630,104.650,5706
2005-01-10,104.660,104.810,104.060,104.170,185372
2005-01-11,104.180,104.300,103.100,103.410,248943
